id,player_id,player,direction,date,date_precision,season,club,club_id,fee_gbp,fee_raw,fee_kind,market_value_eur,type
1888-08-01-john-mitchell-out,john-mitchell,John Mitchell,out,1888-08-01,month,1888-89,Bolton Wanderers,bolton-wanderers,,£,unknown,,permanent
1888-09-01-john-earp-out,john-earp,John Earp,out,1888-09-01,month,1888-89,,,,£,unknown,,permanent
1888-10-01-john-mitchell-in,john-mitchell,John Mitchell,in,1888-10-01,month,1888-89,Bolton Wanderers,bolton-wanderers,,£,unknown,,permanent
1889-01-01-george-owen-in,george-owen,George Owen,in,1889-01-01,month,1888-89,Chirk,chirk,,£,unknown,,permanent
1889-02-01-alfred-farman-in,,Alfred Farman,in,1889-02-01,month,1888-89,Bolton Wanderers,bolton-wanderers,,£,unknown,,permanent
1889-04-01-thomas-craig-in,thomas-craig,Thomas Craig,in,1889-04-01,month,1888-89,,,,£,unknown,,permanent
1889-05-01-william-stewart-in,william-stewart,William Stewart,in,1889-05-01,month,1888-89,Warwickshire County,warwickshire-county,,£,unknown,,permanent
1889-08-01-edgar-wilson-in,edgar-wilson,Edgar Wilson,in,1889-08-01,month,1889-90,,,,£,unknown,,permanent
1889-11-01-james-gotheridge-out,james-gotheridge,James Gotheridge,out,1889-11-01,month,1889-90,,,,£,unknown,,permanent
1890-04-01-thomas-hay-out,tom-hay,Tom Hay,out,1890-04-01,month,1889-90,Accrington Stanley,accrington-stanley,,£,unknown,,permanent
1890-05-01-charles-harrison-out,charlie-harrison,Charlie Harrison,out,1890-05-01,month,1889-90,,,,£,unknown,,permanent
1890-05-01-edgar-wilson-out,edgar-wilson,Edgar Wilson,out,1890-05-01,month,1889-90,,,,£,unknown,,permanent
1890-05-01-joseph-davies-out,joe-davies,Joe Davies,out,1890-05-01,month,1889-90,Wolverhampton Wanderers,wolverhampton-wanderers,,£,unknown,,permanent
1890-05-01-robert-bob-ramsey-in,,Robert Bob Ramsey,in,1890-05-01,month,1889-90,Stoke,stoke,,£,unknown,,permanent
1890-05-01-thomas-burke-out,,Thomas Burke,out,1890-05-01,month,1889-90,Wrexham Victoria,wrexham-victoria,,£,unknown,,permanent
1890-05-01-william-sharpe-in,william-sharpe,William Sharpe,in,1890-05-01,month,1889-90,,,,£,unknown,,permanent
1890-06-01-george-owen-out,george-owen,George Owen,out,1890-06-01,month,1889-90,West Manchester,west-manchester,,£,unknown,,permanent
1890-08-01-george-evans-in,george-evans,George Evans,in,1890-08-01,month,1890-91,,,,£,unknown,,permanent
1890-08-01-john-slater-in,john-slater,John Slater,in,1890-08-01,month,1890-91,,,,£,unknown,,permanent
1890-08-01-robert-milarvie-in,bob-milarvie,Bob Milarvie,in,1890-08-01,month,1890-91,Derby County,derby-county,,£,unknown,,permanent
1890-10-01-john-clements-in,john-clements,John Clements,in,1890-10-01,month,1890-91,Notts County,notts-county,,£,unknown,,permanent
1890-10-01-john-donnelly-in,john-donnelly,John Donnelly,in,1890-10-01,month,1890-91,,,,£,unknown,,permanent
1890-10-01-thomas-o-shaughnessy-in,thomas-o-shaughnessy,Thomas O'Shaughnessy,in,1890-10-01,month,1890-91,,,,£,unknown,,permanent
1890-10-01-william-gyves-in,william-gyves,William Gyves,in,1890-10-01,month,1890-91,,,,£,unknown,,permanent
1890-10-01-william-rattigan-in,william-rattigan,William Rattigan,in,1890-10-01,month,1890-91,,,,£,unknown,,permanent
1890-10-01-william-turner-in,william-turner,William Turner,in,1890-10-01,month,1890-91,,,,£,unknown,,permanent
1890-10-01-william-turner-out,william-turner,William Turner,out,1890-10-01,month,1890-91,,,,£,unknown,,permanent
1890-12-01-jack-powell-out,jack-powell,Jack Powell,out,1890-12-01,month,1890-91,,,,£,unknown,,permanent
1891-02-01-george-evans-out,george-evans,George Evans,out,1891-02-01,month,1890-91,,,,£,unknown,,permanent
1891-02-01-herbert-dale-out,herbert-dale,Herbert Dale,out,1891-02-01,month,1890-91,,,,,unknown,,retired
1891-02-01-john-donnelly-out,john-donnelly,John Donnelly,out,1891-02-01,month,1890-91,,,,£,unknown,,permanent
1891-02-01-william-gyves-out,william-gyves,William Gyves,out,1891-02-01,month,1890-91,,,,£,unknown,,permanent
1891-03-01-john-mitchell-out,john-mitchell,John Mitchell,out,1891-03-01,month,1890-91,", Heywood",heywood,,£,unknown,,permanent
1891-03-01-joseph-denman-in,joseph-denman,Joseph Denman,in,1891-03-01,month,1890-91,,,,£,unknown,,permanent
1891-05-01-robert-milarvie-out,bob-milarvie,Bob Milarvie,out,1891-05-01,month,1890-91,Ardwick,ardwick,,£,unknown,,permanent
1891-05-01-thomas-craig-out,thomas-craig,Thomas Craig,out,1891-05-01,month,1890-91,Stockport County,stockport-county,,£,unknown,,permanent
1891-08-01-alfred-edge-in,alf-edge,Alf Edge,in,1891-08-01,month,1891-92,Stoke City,stoke-city,,£,unknown,,permanent
1891-08-01-arthur-henrys-in,arthur-henrys,Arthur Henrys,in,1891-08-01,month,1891-92,,,,£,unknown,,permanent
1891-08-01-john-sneddon-in,john-sneddon,John Sneddon,in,1891-08-01,month,1891-92,,,,£,unknown,,permanent
1891-08-01-robert-donaldson-in,bob-donaldson,Bob Donaldson,in,1891-08-01,month,1891-92,Blackburn Rovers,blackburn-rovers,,£,unknown,,permanent
1891-08-01-robert-mcfarlane-in,bob-mcfarlane,Bob McFarlane,in,1891-08-01,month,1891-92,Sunderland Albion,sunderland-albion,,£,unknown,,permanent
1891-11-01-robert-bob-ramsey-out,,Robert Bob Ramsey,out,1891-11-01,month,1891-92,West Manchester,west-manchester,,£,unknown,,permanent
1891-11-01-william-hood-in,billy-hood,Billy Hood,in,1891-11-01,month,1891-92,,,,£,unknown,,permanent
1891-12-01-william-sharpe-out,william-sharpe,William Sharpe,out,1891-12-01,month,1891-92,Ardwick,ardwick,,£,unknown,,permanent
1892-03-01-john-davies-in,john-davies,John Davies,in,1892-03-01,month,1891-92,,,,£,unknown,,permanent
1892-03-01-william-mathesion-in,,William Mathesion,in,1892-03-01,month,1891-92,Glasgow Thistle,glasgow-thistle,,£,unknown,,permanent
1892-04-01-george-perrins-in,george-perrins,George Perrins,in,1892-04-01,month,1891-92,Birmingham St George,birmingham-st-george,,£,unknown,,permanent
1892-05-01-alfred-edge-out,alf-edge,Alf Edge,out,1892-05-01,month,1891-92,Stoke City,stoke-city,100,£100,fee,,permanent
1892-05-01-joseph-denman-out,joseph-denman,Joseph Denman,out,1892-05-01,month,1891-92,,,,£,unknown,,permanent
1892-05-01-roger-doughty-out,roger-doughty,Roger Doughty,out,1892-05-01,month,1891-92,Fairfield FC,fairfield-fc,,£,unknown,,permanent
1892-06-01-adam-carson-in,adam-carson,Adam Carson,in,1892-06-01,month,1891-92,Glasgow Thistle,glasgow-thistle,,£,unknown,,permanent
1892-06-01-fred-erentz-in,fred-erentz,Fred Erentz,in,1892-06-01,month,1891-92,Dundee Old Boys,dundee-old-boys,,£,unknown,,permanent
1892-06-01-james-brown-in,james-brown-1892,James Brown,in,1892-06-01,month,1891-92,Dundee Our Boys,dundee-our-boys,,£,unknown,,permanent
1892-06-01-james-coupar-in,jimmy-coupar,Jimmy Coupar,in,1892-06-01,month,1891-92,Dundee Our Boys,dundee-our-boys,,£,unknown,,permanent
1892-07-01-james-warner-in,jimmy-warner,Jimmy Warner,in,1892-07-01,month,1892-93,Aston Villa,aston-villa,,£,unknown,,permanent
1892-08-01-robert-mcfarlane-out,bob-mcfarlane,Bob McFarlane,out,1892-08-01,month,1892-93,Airdrieonians,airdrieonians,,£,unknown,,permanent
1892-09-01-andrew-mitchell-in,andrew-mitchell,Andrew Mitchell,in,1892-09-01,month,1892-93,Airdrieonians,airdrieonians,,£,unknown,,permanent
1892-09-01-james-hendry-in,james-hendry,James Hendry,in,1892-09-01,month,1892-93,Alloa Athletic,alloa-athletic,,£,unknown,,permanent
1892-09-01-john-jack-doughty-out,jack-doughty,Jack Doughty,out,1892-09-01,month,1892-93,,,,£,unknown,,permanent
1892-09-01-john-slater-out,john-slater,John Slater,out,1892-09-01,month,1892-93,,,,£,unknown,,permanent
1892-10-01-john-sneddon-out,john-sneddon,John Sneddon,out,1892-10-01,month,1892-93,,,,£,unknown,,permanent
1892-10-01-joseph-kinloch-in,joe-kinloch,Joe Kinloch,in,1892-10-01,month,1892-93,,,,£,unknown,,permanent
1892-11-01-james-colville-in,james-colville,James Colville,in,1892-11-01,month,1892-93,Annebank,annebank,,£,unknown,,permanent
1892-11-01-james-hendry-out,james-hendry,James Hendry,out,1892-11-01,month,1892-93,,,,£,unknown,,permanent
1892-11-01-thomas-fitzsimmons-in,tommy-fitzsimmons,Tommy Fitzsimmons,in,1892-11-01,month,1892-93,Annbank,annbank,,£,unknown,,permanent
1893-01-17-william-brady-in,william-brady,William Brady,in,1893-01-17,day,1892-93,Dundee Harp,dundee-harp,,£,unknown,,permanent
1893-02-01-james-mcnaught-in,james-mcnaught,James McNaught,in,1893-02-01,month,1892-93,Linfield,linfield,,£,unknown,,permanent
1893-02-01-william-brady-out,william-brady,William Brady,out,1893-02-01,month,1892-93,Dundee Harp,dundee-harp,,£,unknown,,permanent
1893-03-01-adam-carson-out,adam-carson,Adam Carson,out,1893-03-01,month,1892-93,Ardwick,ardwick,,£,unknown,,permanent
1893-03-01-arthur-henrys-out,arthur-henrys,Arthur Henrys,out,1893-03-01,month,1892-93,Leicester Fosse,leicester-fosse,,£,unknown,,permanent
1893-03-01-joe-cassidy-in,joe-cassidy,Joe Cassidy,in,1893-03-01,day,1892-93,Blyth FC,blyth-fc,,£,unknown,,permanent
1893-03-01-john-jack-peden-in,jack-peden,Jack Peden,in,1893-03-01,month,1892-93,Linfield,linfield,,£,unknown,,permanent
1893-04-01-jack-owen-out,jack-owen,Jack Owen,out,1893-04-01,month,1892-93,,,,£,unknown,,permanent
1893-05-01-james-brown-1892-1893-out,,James Brown (1892-1893),out,1893-05-01,month,1892-93,Dundee,dundee,,£,unknown,,permanent
1893-05-01-james-colville-out,james-colville,James Colville,out,1893-05-01,month,1892-93,Fairfield FC,fairfield-fc,,£,unknown,,permanent
1893-05-01-james-warner-out,jimmy-warner,Jimmy Warner,out,1893-05-01,month,1892-93,Walsall Town Swifts,walsall-town-swifts,,£,unknown,,permanent
1893-05-01-joseph-cassidy-out,joe-cassidy,Joe Cassidy,out,1893-05-01,month,1892-93,Glasgow Celtic,glasgow-celtic,,£,unknown,,permanent
1893-05-01-william-rattigan-out,william-rattigan,William Rattigan,out,1893-05-01,month,1892-93,,,,£,unknown,,permanent
1893-06-01-joseph-kinloch-out,joe-kinloch,Joe Kinloch,out,1893-06-01,month,1892-93,,,,£,unknown,,permanent
1893-07-01-william-davidson-in,will-davidson,Will Davidson,in,1893-07-01,month,1893-94,Annbank,annbank,,£,unknown,,permanent
1893-08-01-charles-rothwell-in,charles-rothwell,Charles Rothwell,in,1893-08-01,month,1893-94,,,,£,unknown,,permanent
1893-08-01-joseph-fall-in,joe-fall,Joe Fall,in,1893-08-01,month,1893-94,Middlesborough,middlesborough,,£,unknown,,permanent
1893-08-23-s-prince-in,s-prince,S Prince,in,1893-08-23,day,1893-94,,,,£,unknown,,permanent
1893-10-01-william-thomson-in,william-thomson,William Thomson,in,1893-10-01,month,1893-94,Aston Villa,aston-villa,,£,unknown,,permanent
1893-11-01-john-davies-out,john-davies,John Davies,out,1893-11-01,month,1893-94,,,,£,unknown,,permanent
1893-11-01-john-graham-in,john-graham,John Graham,in,1893-11-01,month,1893-94,Blyth FC,blyth-fc,,£,unknown,,permanent
1893-11-01-william-campbell-in,william-campbell,William Campbell,in,1893-11-01,month,1893-94,Blackburn Rovers,blackburn-rovers,,£,unknown,,permanent
1893-11-01-william-thomson-out,william-thomson,William Thomson,out,1893-11-01,month,1893-94,,,,£,unknown,,permanent
1894-01-01-hugh-in,,Hugh,in,1894-01-01,month,1893-94,Ardwick,ardwick,,£,unknown,,permanent
1894-01-01-john-clarkin-in,john-clarkin,John Clarkin,in,1894-01-01,month,1893-94,Glasgow Thistle,glasgow-thistle,,£,unknown,,permanent
1894-01-01-samuel-parker-in,samuel-parker,Samuel Parker,in,1894-01-01,month,1893-94,Hurlford FC,hurlford-fc,,£,unknown,,permanent
1894-02-01-john-clements-out,john-clements,John Clements,out,1894-02-01,month,1893-94,Rotherham Town,rotherham-town,,£,unknown,,permanent
1894-02-01-thomas-fitzsimons-out,,Thomas Fitzsimons,out,1894-02-01,month,1893-94,Annbank FC,annbank-fc,,£,unknown,,permanent
1894-03-01-john-dow-in,john-dow,John Dow,in,1894-03-01,month,1893-94,Dundee,dundee,,£,unknown,,permanent
1894-03-01-william-campbell-out,william-campbell,William Campbell,out,1894-03-01,month,1893-94,Notts County,notts-county,,£,unknown,,permanent
1894-04-01-s-prince-out,s-prince,S Prince,out,1894-04-01,month,1893-94,,,,£,unknown,,permanent
1894-05-01-andrew-mitchell-out,andrew-mitchell,Andrew Mitchell,out,1894-05-01,month,1893-94,Burton Swifts,burton-swifts,,£,unknown,,permanent
1894-05-01-john-graham-out,john-graham,John Graham,out,1894-05-01,month,1893-94,,,,£,unknown,,permanent
1894-05-01-joseph-fall-out,joe-fall,Joe Fall,out,1894-05-01,month,1893-94,Small Heath,small-heath,20,£20,fee,,permanent
1894-05-01-thomas-o-shaughnessy-out,thomas-o-shaughnessy,Thomas O'Shaughnessy,out,1894-05-01,month,1893-94,,,,£,unknown,,permanent
1894-05-01-william-hood-out,billy-hood,Billy Hood,out,1894-05-01,month,1893-94,,,,£,unknown,,permanent
1894-05-01-william-matheison-out,,William Matheison,out,1894-05-01,month,1893-94,Fairfield,fairfield,,£,unknown,,permanent
1894-06-01-james-peters-in,james-peters,James Peters,in,1894-06-01,month,1893-94,Heywood Central,heywood-central,,£,unknown,,permanent
1894-06-01-richard-smith-in,dick-smith,Dick Smith,in,1894-06-01,month,1893-94,Heywood Central,heywood-central,,£,unknown,,permanent
1894-07-01-james-coupar-out,jimmy-coupar,Jimmy Coupar,out,1894-07-01,month,1894-95,Rotherham Town,rotherham-town,,£,unknown,,permanent
1894-08-01-john-jack-peden-out,jack-peden,Jack Peden,out,1894-08-01,month,1894-95,Sheffield United,sheffield-united,30,£30,fee,,permanent
1894-08-01-john-mccartney-in,john-mccartney,John McCartney,in,1894-08-01,month,1894-95,Cowlairs FC,cowlairs-fc,,£,unknown,,permanent
1894-09-01-james-caine-in,james-caine,James Caine,in,1894-09-01,month,1894-95,Ardwick,ardwick,,£,unknown,,permanent
1894-10-01-samuel-parker-out,samuel-parker,Samuel Parker,out,1894-10-01,month,1894-95,Burnley,burnley,,£,unknown,,permanent
1894-11-01-john-jack-douighty-in,,John Jack Douighty,in,1894-11-01,month,1894-95,,,,£,unknown,,permanent
1894-11-01-john-jack-douighty-out,,John Jack Douighty,out,1894-11-01,month,1894-95,,,,£,unknown,,permanent
1894-12-01-george-millar-in,george-millar,George Millar,in,1894-12-01,month,1894-95,Glasgow Perthshire,glasgow-perthshire,,£,unknown,,permanent
1895-02-01-william-longair-in,william-longair,William Longair,in,1895-02-01,month,1894-95,Dundee,dundee,,£,unknown,,permanent
1895-03-01-joseph-cassidy-in,joe-cassidy,Joe Cassidy,in,1895-03-01,month,1894-95,Glasgow Celtic,glasgow-celtic,,£,unknown,,permanent
1895-04-01-alfred-farman-out,alf-farman,Alf Farman,out,1895-04-01,month,1894-95,,,,£,unknown,,permanent
1895-04-01-david-mcfetteridge-in,david-mcfetteridge,David McFetteridge,in,1895-04-01,month,1894-95,Cowlairs FC,cowlairs-fc,,£,unknown,,permanent
1895-04-01-david-mcfetteridge-out,david-mcfetteridge,David McFetteridge,out,1895-04-01,month,1894-95,Derby County,derby-county,,£,unknown,,permanent
1895-04-01-john-jack-grundy-in,,John Jack Grundy,in,1895-04-01,month,1894-95,Egerton,egerton,,£,unknown,,permanent
1895-04-01-john-mccartney-out,john-mccartney,John McCartney,out,1895-04-01,month,1894-95,Luton Town,luton-town,,£,unknown,,permanent
1895-04-01-william-longair-out,william-longair,William Longair,out,1895-04-01,month,1894-95,Dundee,dundee,,£,unknown,,permanent
1895-05-01-charles-felton-out,charles-felton,Charles Felton,out,1895-05-01,month,1894-95,,,,£,unknown,,permanent
1895-05-01-herbert-stone-out,herbert-stone,Herbert Stone,out,1895-05-01,month,1894-95,Ashton North End,ashton-north-end,,£,unknown,,permanent
1895-05-01-william-davidson-out,will-davidson,Will Davidson,out,1895-05-01,month,1894-95,,,,,unknown,,retired
1895-05-01-william-stewart-out,william-stewart,William Stewart,out,1895-05-01,month,1894-95,Luton Town,luton-town,,£,unknown,,permanent
1895-06-01-walter-cartwright-in,walter-cartwright,Walter Cartwright,in,1895-06-01,month,1894-95,Crewe Alexandria,crewe-alexandria,,£,unknown,,permanent
1895-06-01-william-kennedy-in,william-kennedy,William Kennedy,in,1895-06-01,month,1894-95,Ayr Parkhouse,ayr-parkhouse,,£,unknown,,permanent
1895-07-01-david-fitzsimmons-in,david-fitzsimmons,David Fitzsimmons,in,1895-07-01,month,1895-96,Annbank,annbank,,£,unknown,,permanent
1895-07-01-george-millar-out,george-millar,George Millar,out,1895-07-01,month,1895-96,Chatham,chatham,,£,unknown,,permanent
1895-07-01-john-aitken-in,john-aitken,John Aitken,in,1895-07-01,month,1895-96,Kings Rifle Volunteers,kings-rifle-volunteers,,£,unknown,,permanent
1895-07-01-joseph-ridgway-in,joe-ridgway,Joe Ridgway,in,1895-07-01,month,1895-96,West Manchester FC,west-manchester-fc,,£,unknown,,permanent
1895-08-01-james-collinson-in,jimmy-collinson,Jimmy Collinson,in,1895-08-01,month,1895-96,Local Junior Football,local-junior-football,,£,unknown,,permanent
1895-08-01-john-jack-grundy-out,,John Jack Grundy,out,1895-08-01,month,1895-96,Fairfield,fairfield,,£,unknown,,permanent
1895-08-01-william-mathesion-in,,William Mathesion,in,1895-08-01,month,1895-96,,,,£,unknown,,permanent
1895-10-01-john-whitney-in,john-whitney,John Whitney,in,1895-10-01,month,1895-96,,,,£,unknown,,permanent
1895-12-01-john-aitken-out,john-aitken,John Aitken,out,1895-12-01,month,1895-96,,,,£,unknown,,permanent
1895-12-01-robert-stephenson-in,robert-stephenson,Robert Stephenson,in,1895-12-01,month,1895-96,Talbot FC,talbot-fc,,£,unknown,,permanent
1896-01-01-james-vance-in,james-vance,James Vance,in,1896-01-01,month,1895-96,Annbank FC,annbank-fc,,£,unknown,,permanent
1896-02-01-hugh-out,,Hugh,out,1896-02-01,month,1895-96,Derby County,derby-county,,£,unknown,,permanent
1896-02-01-walter-whittaker-in,walter-whittaker,Walter Whittaker,in,1896-02-01,month,1895-96,Molyeneaux FC,molyeneaux-fc,,£,unknown,,permanent
1896-02-01-william-brooks-in,william-brooks,William Brooks,in,1896-02-01,month,1895-96,Stalybridge Rovers,stalybridge-rovers,,£ (Trail),unknown,,permanent
1896-02-01-william-brooks-out,william-brooks,William Brooks,out,1896-02-01,month,1895-96,Stalyidge Rovers,stalyidge-rovers,,£,unknown,,permanent
1896-02-01-william-mathesion-out,,William Mathesion,out,1896-02-01,month,1895-96,,,,£,unknown,,permanent
1896-03-01-harry-stafford-in,harry-stafford,Harry Stafford,in,1896-03-01,month,1895-96,Crewe Alexandria,crewe-alexandria,,£,unknown,,permanent
1896-04-01-william-bryant-in,william-bryant,William Bryant,in,1896-04-01,month,1895-96,Rotherham Town,rotherham-town,,£,unknown,,permanent
1896-05-01-caesar-jenkyns-in,caesar-jenkyns,Caesar Jenkyns,in,1896-05-01,month,1895-96,Woolwich Arsenal,woolwich-arsenal,,£,unknown,,permanent
1896-05-01-david-fitzsimmons-out,david-fitzsimmons,David Fitzsimmons,out,1896-05-01,month,1895-96,Fairfield FC,fairfield-fc,,£,unknown,,permanent
1896-05-01-james-peters-out,james-peters,James Peters,out,1896-05-01,month,1895-96,New Brompton,new-brompton,,£,unknown,,permanent
1896-05-01-john-clarkin-out,john-clarkin,John Clarkin,out,1896-05-01,month,1895-96,Blackpool,blackpool,,£,unknown,,permanent
1896-05-01-john-dow-out,john-dow,John Dow,out,1896-05-01,month,1895-96,Fairfield FC,fairfield-fc,,£,unknown,,permanent
1896-05-01-levi-william-draycott-in,,Levi William Draycott,in,1896-05-01,month,1895-96,Burton Wanderers,burton-wanderers,,£,unknown,,permanent
1896-05-01-william-rimmer-brown-in,,William Rimmer Brown,in,1896-05-01,month,1895-96,Chester,chester,,£,unknown,,permanent
1896-06-01-joseph-wetherell-in,joe-wetherell,Joe Wetherell,in,1896-06-01,month,1895-96,,,,£,unknown,,permanent
1896-08-01-george-perrins-out,george-perrins,George Perrins,out,1896-08-01,month,1896-97,Luton Town,luton-town,,£,unknown,,permanent
1896-08-01-walter-whittaker-out,walter-whittaker,Walter Whittaker,out,1896-08-01,month,1896-97,Grimsby Town,grimsby-town,,£,unknown,,permanent
1896-09-01-frank-barrett-in,frank-barrett,Frank Barrett,in,1896-09-01,month,1896-97,,,,£,unknown,,permanent
1896-09-01-roger-doughty-in,roger-doughty,Roger Doughty,in,1896-09-01,month,1896-97,West Manchester,west-manchester,,£,unknown,,permanent
1896-11-01-matthew-gillespie-in,matthew-gillespie,Matthew Gillespie,in,1896-11-01,month,1896-97,Lincoln City,lincoln-city,40,£40,fee,,permanent
1896-12-01-francis-wedge-in,,Francis Wedge,in,1896-12-01,month,1896-97,Manchester Talbot,manchester-talbot,,£,unknown,,permanent
1896-12-01-james-vance-out,james-vance,James Vance,out,1896-12-01,month,1896-97,Fairfield FC,fairfield-fc,,£,unknown,,permanent
1896-12-01-william-kennedy-out,william-kennedy,William Kennedy,out,1896-12-01,month,1896-97,Stockport County,stockport-county,,£,unknown,,permanent
1896-12-01-william-rimmer-brown-out,,William Rimmer Brown,out,1896-12-01,month,1896-97,Stockport County,stockport-county,,£,unknown,,permanent
1897-02-01-henry-boyd-in,henry-boyd,Henry Boyd,in,1897-02-01,month,1896-97,Royal Arsenal,royal-arsenal,45,£45,fee,,permanent
1897-02-01-william-morgan-in,billy-morgan,Billy Morgan,in,1897-02-01,month,1896-97,Horwich FC,horwich-fc,,£,unknown,,permanent
1897-04-01-roger-doughty-out,roger-doughty,Roger Doughty,out,1897-04-01,month,1896-97,,,,£,unknown,,permanent
1897-04-01-w-f-bogie-roberts-in,,W. F. Bogie Roberts,in,1897-04-01,month,1896-97,,,,£,unknown,,permanent
1897-05-01-charles-rothwell-out,charles-rothwell,Charles Rothwell,out,1897-05-01,month,1896-97,,,,£,unknown,,permanent
1897-05-01-henry-erentz-in,harry-erentz,Harry Erentz,in,1897-05-01,month,1896-97,Dundee Old Boys,dundee-old-boys,,£,unknown,,permanent
1897-05-01-joseph-wetherell-out,joe-wetherell,Joe Wetherell,out,1897-05-01,month,1896-97,,,,£,unknown,,permanent
1897-05-01-william-dunn-in,william-dunn,William Dunn,in,1897-05-01,month,1896-97,South Bank,south-bank,,£,unknown,,permanent
1897-11-01-caesar-jenkyns-out,caesar-jenkyns,Caesar Jenkyns,out,1897-11-01,month,1897-98,Walsall,walsall,,£,unknown,,permanent
1897-11-01-james-carman-in,james-carman,James Carman,in,1897-11-01,month,1897-98,Oldham County,oldham-county,,£,unknown,,permanent
1897-11-01-robert-donaldson-out,bob-donaldson,Bob Donaldson,out,1897-11-01,month,1897-98,Luton Town,luton-town,80,£80,fee,,permanent
1898-01-01-james-carman-out,james-carman,James Carman,out,1898-01-01,month,1897-98,,,,£,unknown,,permanent
1898-01-01-richard-smith-out,dick-smith,Dick Smith,out,1898-01-01,month,1897-98,Halliwell Rovers,halliwell-rovers,,,unknown,,permanent
1898-03-01-william-owen-in,william-owen,William Owen,in,1898-03-01,month,1897-98,Holywell,holywell,,£,unknown,,permanent
1898-04-01-james-cairns-in,james-cairns-1898,James Cairns,in,1898-04-01,month,1897-98,Lincoln City,lincoln-city,,£,unknown,,permanent
1898-05-01-edwin-lee-in,edwin-lee,Edwin Lee,in,1898-05-01,month,1897-98,Hurst Ramblers,hurst-ramblers,,£,unknown,,permanent
1898-05-01-henry-erentz-out,harry-erentz,Harry Erentz,out,1898-05-01,month,1897-98,Tottenham Hotspur,tottenham-hotspur,,£,unknown,,permanent
1898-05-01-james-mcnaught-out,james-mcnaught,James McNaught,out,1898-05-01,month,1897-98,Tottenham Hotspur,tottenham-hotspur,,£,unknown,,permanent
1898-05-01-owen-jones-in,owen-jones,Owen Jones,in,1898-05-01,month,1897-98,Chorley,chorley,,£,unknown,,permanent
1898-05-01-robert-stephenson-out,robert-stephenson,Robert Stephenson,out,1898-05-01,month,1897-98,,,,£,unknown,,permanent
1898-05-01-robert-turner-in,robert-turner,Robert Turner,in,1898-05-01,month,1897-98,,,,£,unknown,,permanent
1898-06-01-frank-wedge-out,frank-wedge,Frank Wedge,out,1898-06-01,month,1897-98,Chorlton-cum-Hardy,chorlton-cum-hardy,,£,unknown,,permanent
1898-07-01-william-dunn-out,william-dunn,William Dunn,out,1898-07-01,month,1898-99,,,,£,unknown,,permanent
1898-08-01-william-brooks-in,william-brooks,William Brooks,in,1898-08-01,month,1898-99,Stalyidge Rovers,stalyidge-rovers,,£,unknown,,permanent
1898-09-01-john-turner-in,john-turner,John Turner,in,1898-09-01,month,1898-99,Gravesend United,gravesend-united,,£,unknown,,permanent
1898-10-01-james-connachan-in,james-connachan,James Connachan,in,1898-10-01,month,1898-99,Airdrieonians,airdrieonians,,£,unknown,,permanent
1898-10-01-john-cunningham-in,john-cunningham,John Cunningham,in,1898-10-01,month,1898-99,Aston Villa,aston-villa,,£,unknown,,permanent
1898-10-01-owen-jones-out,owen-jones,Owen Jones,out,1898-10-01,month,1898-99,Bangor City,bangor-city,,£,unknown,,permanent
1898-11-01-francis-frank-pepper-in,,Francis Frank Pepper,in,1898-11-01,month,1898-99,Sheffield United,sheffield-united,,£,unknown,,permanent
1898-11-01-george-radcliffe-in,george-radcliffe,George Radcliffe,in,1898-11-01,month,1898-99,,,,£,unknown,,permanent
1898-11-01-james-cairns-out,james-cairns-1898,James Cairns,out,1898-11-01,month,1898-99,Berrys Association,berrys-association,,£,unknown,,permanent
1899-01-01-james-caine-out,james-caine,James Caine,out,1899-01-01,month,1898-99,,,,£,unknown,,permanent
1899-01-01-robert-walker-in,robert-walker,Robert Walker,in,1899-01-01,month,1898-99,,,,£,unknown,,permanent
1899-01-01-william-brooks-out,william-brooks,William Brooks,out,1899-01-01,month,1898-99,Stalyidge Rovers,stalyidge-rovers,,£,unknown,,permanent
1899-01-01-william-owen-out,william-owen,William Owen,out,1899-01-01,month,1898-99,,,,£,unknown,,permanent
1899-02-01-francis-frank-pepper-out,,Francis Frank Pepper,out,1899-02-01,month,1898-99,Barnsley,barnsley,,£,unknown,,permanent
1899-02-01-james-connachan-out,james-connachan,James Connachan,out,1899-02-01,month,1898-99,Glossop North End,glossop-north-end,,£,unknown,,permanent
1899-02-01-james-gourlay-out,,James Gourlay,out,1899-02-01,month,1898-99,,,,£,unknown,,permanent
1899-02-01-john-gourlay-in,john-gourlay,John Gourlay,in,1899-02-01,month,1898-99,Annbank,annbank,,£,unknown,,permanent
1899-02-01-robert-turner-out,robert-turner,Robert Turner,out,1899-02-01,month,1898-99,Brighton United,brighton-united,,£,unknown,,permanent
1899-02-01-william-griffiths-in,billy-griffiths,Billy Griffiths,in,1899-02-01,month,1898-99,Berry's Association FC,berry-s-association-fc,,£,unknown,,permanent
1899-03-01-alfred-ambler-in,alfred-ambler,Alfred Ambler,in,1899-03-01,month,1898-99,Hyde United,hyde-united,,£,unknown,,permanent
1899-03-01-henry-boyd-out,henry-boyd,Henry Boyd,out,1899-03-01,month,1898-99,Falkirk,falkirk,,£,unknown,,permanent
1899-03-01-james-hopkins-in,james-hopkins,James Hopkins,in,1899-03-01,month,1898-99,Berry's Association,berry-s-association,,£,unknown,,permanent
